Energia;Block;Latencia;Cobertura;Demands
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
676.6666666666666;0;0.0;1;6
771.3333333333334;0;0.0;1;15
786.8181818181819;0;3.6089227739006863e-06;1;22
842.6415094339623;0;4.19607777559743e-06;1;53
921.7105263157895;0;4.617439757006697e-06;1;76
1102.910447761194;0;1.250781019250675e-05;1;134
1341.6923076923076;0;1.5422050473357613e-05;1;195
1353.8116591928251;0;1.812483258780167e-05;1;223
1399.2237442922374;0;2.0349784984175675e-05;1;219
1351.3023255813953;0;2.0029475126455528e-05;1;215
1121.8666666666666;0;1.988290046866258e-05;1;150
1037.6724137931035;0;1.8914887360162063e-05;1;116
987.0512820512821;0;1.816446987890438e-05;1;78
832.1739130434783;0;1.7833927390609785e-05;1;46
791.25;0;1.770271393107198e-05;1;24
778.421052631579;0;1.7495629691651477e-05;1;19
760.0;0;1.7375572345046257e-05;1;11
470.0;0;1.7364739693958322e-05;1;1
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
702.5;0;0.0;1;4
625.0;0;0.0;1;2
796.25;0;4.0501303782125006e-07;1;24
846.6;0;1.4206715733940477e-06;1;50
950.0;0;5.744196040201259e-06;1;67
1035.2380952380952;0;8.770372002829082e-06;1;105
1151.655172413793;0;1.0572511805246218e-05;1;145
1339.9476439790576;0;1.5413878337507615e-05;1;191
1326.6990291262136;0;1.6827468891754244e-05;1;206
1245.6024096385543;0;1.8091934017442057e-05;1;166
1157.2297297297298;0;1.8399469685531297e-05;1;148
1082.9133858267717;0;1.8815637556909005e-05;1;127
992.6506024096385;0;1.7979189481374928e-05;1;83
845.625;0;1.7577570004133365e-05;1;48
835.9375;0;1.7334006196740353e-05;1;32
766.1538461538462;0;1.7190974201897575e-05;1;13
756.3636363636364;0;1.7121720509813228e-05;1;11
751.1111111111111;0;1.70141119311901e-05;1;9
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
702.5;0;0.0;1;4
702.5;0;0.0;1;4
735.7142857142857;0;0.0;1;7
760.0;0;5.5637204377223e-07;1;14
836.4285714285714;0;5.292984809917732e-06;1;42
1044.3;0;1.0991631913528969e-05;1;100
1075.9055118110236;0;1.2433714386202102e-05;1;127
1286.3541666666667;0;1.6128492216529565e-05;1;192
1271.2755102040817;0;2.1004893125078096e-05;1;196
1359.5871559633028;0;2.2138264254670186e-05;1;218
1340.8040201005026;0;2.409008649614159e-05;1;199
1199.0853658536585;0;2.3567487837307703e-05;1;164
1148.3969465648854;0;2.2666048726856706e-05;1;131
969.1139240506329;0;2.1803203206281494e-05;1;79
839.3333333333334;0;2.1247666356992752e-05;1;45
817.2972972972973;0;2.079989203360368e-05;1;37
769.3333333333334;0;2.0627162725138324e-05;1;15
769.3333333333334;0;2.0437343895578526e-05;1;15
702.5;0;2.038602602013451e-05;1;4
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
470.0;0;0.0;1;1
470.0;0;0.0;1;1
718.0;0;0.0;1;5
785.0;0;3.2340254423161284e-06;1;20
819.4444444444445;0;1.7099740464540484e-06;1;36
940.0;0;5.91106036387982e-06;1;70
1079.172932330827;0;9.315143831588675e-06;1;133
1360.2564102564102;0;2.3504972668049776e-05;1;195
1254.9246231155778;0;2.3536935713008866e-05;1;199
1323.7558685446008;0;2.3843167852517457e-05;1;213
1290.3108808290156;0;2.3447458097902837e-05;1;193
1354.4385026737968;0;2.4785595847321513e-05;1;187
1085.6153846153845;0;2.3573923953562242e-05;1;130
986.3157894736842;0;2.281785288391265e-05;1;76
852.3529411764706;0;2.2269922942068548e-05;1;51
808.4848484848485;0;2.1889780217289786e-05;1;33
785.0;0;2.1695267025646116e-05;1;16
759.1666666666666;0;2.156473405412424e-05;1;12
702.5;0;2.15100012265757e-05;1;4
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
741.25;0;0.0;1;8
802.5925925925926;0;4.1730344710477154e-07;1;27
828.8095238095239;0;3.798762561957312e-06;1;42
971.505376344086;0;4.785084573188542e-06;1;93
1108.235294117647;0;1.4110566721099763e-05;1;136
1184.601226993865;0;1.3573265999199797e-05;1;163
1336.5024630541873;0;1.5160519148575383e-05;1;203
1353.9805825242718;0;1.7215366363234973e-05;1;206
1272.8804347826087;0;1.76576552154539e-05;1;184
1200.5960264900662;0;1.8449031119886377e-05;1;151
1067.8512396694214;0;1.834347984700639e-05;1;121
914.2857142857143;0;1.796649403895477e-05;1;70
827.9545454545455;0;1.7483293109083576e-05;1;44
814.1935483870968;0;1.7192065559494916e-05;1;31
781.7647058823529;0;1.6997574410972678e-05;1;17
759.0;0;1.688478360532588e-05;1;10
676.6666666666666;0;1.6851237677633178e-05;1;3
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;6.6734555329260024e-06;1;1
470.0;0;2.224485177642001e-06;1;2
470.0;0;1.3346911065852005e-06;1;2
750.0;0;4.7667539520900017e-07;1;9
808.9655172413793;0;1.466390296463815e-06;1;29
993.7037037037037;0;7.180041625892138e-06;1;81
1054.070796460177;0;1.4287096458441102e-05;1;113
1220.7236842105262;0;1.703111283057508e-05;1;152
1192.037037037037;0;2.2130646951677417e-05;1;162
1331.4659685863874;0;2.206622055370462e-05;1;191
1315.934065934066;0;2.1852963027866802e-05;1;182
1163.9310344827586;0;2.161682325175323e-05;1;145
1093.7209302325582;0;2.0981024417760414e-05;1;129
973.2051282051282;0;2.043156088082311e-05;1;78
916.0;0;1.9657318694184237e-05;1;55
816.875;0;1.925246655137625e-05;1;32
776.4705882352941;0;1.908272937014011e-05;1;17
769.2857142857143;0;1.889108072510283e-05;1;14
755.4545454545455;0;1.8761600956238886e-05;1;11
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
470.0;0;0.0;1;2
573.3333333333334;0;0.0;1;3
676.6666666666666;0;2.0849240688894546e-07;1;6
785.0;0;3.476147592008669e-07;1;24
842.7659574468086;0;4.143882900617041e-06;1;47
1021.1;0;9.898909095398262e-06;1;100
1062.0689655172414;0;1.020158470113849e-05;1;116
1223.8333333333333;0;1.369384000613337e-05;1;180
1288.7564766839378;0;1.7829106574463964e-05;1;193
1340.7253886010362;0;1.7864556494659884e-05;1;193
1281.5544041450778;0;1.8218508319774447e-05;1;193
1189.3835616438357;0;1.845994275086042e-05;1;146
1026.764705882353;0;1.81539569687136e-05;1;102
1029.2222222222222;0;1.7791188064384032e-05;1;90
824.1304347826087;0;1.7383420095837673e-05;1;46
804.6153846153846;0;1.7091740277762392e-05;1;26
735.0;0;1.695315859983459e-05;1;12
